1.2733e-11-1.6816e+05i,1.2733e-11+1.6816e+05i,-3.4106e-13-75774i,-3.4106e-13+75774i,7.276e-12-56346i,7.276e-12+56346i,-2.7285e-12-30856i,-2.7285e-12+30856i,1.4779e-12-23418i,1.4779e-12+23418i,0-12435i,0+12435i,-1.7621e-12-3579.6i,-1.7621e-12+3579.6i,3.4106e-12-5290.9i,3.4106e-12+5290.9i
1.1369e-11-2.2387e+05i,1.1369e-11+2.2387e+05i,0-1.3888e+05i,0+1.3888e+05i,-1.3642e-12-65615i,-1.3642e-12+65615i,3.638e-12-40871i,3.638e-12+40871i,3.638e-12-21982i,3.638e-12+21982i,1.3074e-12-1820.7i,1.3074e-12+1820.7i,2.9559e-12-11248i,2.9559e-12+11248i,-4.5475e-12-9488.9i,-4.5475e-12+9488.9i
-1.3642e-12-2.4072e+05i,-1.3642e-12+2.4072e+05i,1.1369e-12-76114i,1.1369e-12+76114i,-6.8212e-13-53428i,-6.8212e-13+53428i,2.9559e-12-31461i,2.9559e-12+31461i,9.0949e-13-22569i,9.0949e-13+22569i,-4.8885e-12-10254i,-4.8885e-12+10254i,-4.7748e-12-2153.2i,-4.7748e-12+2153.2i,9.0949e-13-5843.8i,9.0949e-13+5843.8i
4.5475e-12-66041i,4.5475e-12+66041i,1.4779e-12-32314i,1.4779e-12+32314i,6.8212e-13-15451i,6.8212e-13+15451i,6.3949e-13-9419.1i,6.3949e-13+9419.1i,-9.0949e-13-5526.8i,-9.0949e-13+5526.8i,-2.2737e-13-2910.1i,-2.2737e-13+2910.1i,4.8317e-13-964.23i,4.8317e-13+964.23i,-2.1316e-13-397.36i,-2.1316e-13+397.36i
-1.5916e-12-1.3475e+05i,-1.5916e-12+1.3475e+05i,4.0927e-12-88357i,4.0927e-12+88357i,-1.819e-12-43174i,-1.819e-12+43174i,-5.6843e-14-28266i,-5.6843e-14+28266i,3.5243e-12-17618i,3.5243e-12+17618i,-8.0469e-13-9009.1i,-8.0469e-13+9009.1i,2.5011e-12-6456.5i,2.5011e-12+6456.5i,6.8212e-13-1668.7i,6.8212e-13+1668.7i
-1.728e-11-2.8974e+05i,-1.728e-11+2.8974e+05i,-2.7285e-12-99730i,-2.7285e-12+99730i,-3.638e-12-56809i,-3.638e-12+56809i,5.1159e-13-33242i,5.1159e-13+33242i,3.1832e-12-15226i,3.1832e-12+15226i,-1.2506e-12-8551.6i,-1.2506e-12+8551.6i,-1.1795e-12-1526.7i,-1.1795e-12+1526.7i,-1.3642e-12-3219.7i,-1.3642e-12+3219.7i
0-2.9136e+05i,0+2.9136e+05i,4.3201e-12-1.2133e+05i,4.3201e-12+1.2133e+05i,1.0914e-11-70665i,1.0914e-11+70665i,-9.0949e-13-52852i,-9.0949e-13+52852i,-5.457e-12-26823i,-5.457e-12+26823i,-4.3201e-12-9989i,-4.3201e-12+9989i,4.718e-12-1808.8i,4.718e-12+1808.8i,-1.9327e-12-4952.5i,-1.9327e-12+4952.5i
-1.8076e-11-2.2727e+05i,-1.8076e-11+2.2727e+05i,6.3665e-12-1.1974e+05i,6.3665e-12+1.1974e+05i,-4.5475e-13-68267i,-4.5475e-13+68267i,-1.819e-12-43337i,-1.819e-12+43337i,0-31102i,0+31102i,7.617e-12-12547i,7.617e-12+12547i,-4.0927e-12-6990.9i,-4.0927e-12+6990.9i,2.1316e-12-1428.2i,2.1316e-12+1428.2i
-7.276e-12-1.2173e+05i,-7.276e-12+1.2173e+05i,0-86866i,0+86866i,-1.2829e-48-44152i,-1.2829e-48+44152i,0-26978i,0+26978i,-3.4106e-12-13929i,-3.4106e-12+13929i,-9.0949e-13-10680i,-9.0949e-13+10680i,-1.4992e-12-5517.4i,-1.4992e-12+5517.4i,1.3216e-12-751.64i,1.3216e-12+751.64i
-1.1369e-11-2.1594e+05i,-1.1369e-11+2.1594e+05i,1.3642e-12-1.2182e+05i,1.3642e-12+1.2182e+05i,-4.5475e-13-62142i,-4.5475e-13+62142i,0-41005i,0+41005i,-1.3358e-12-19411i,-1.3358e-12+19411i,3.1832e-12-9966.3i,3.1832e-12+9966.3i,-2.5011e-12-5265.3i,-2.5011e-12+5265.3i,-4.2633e-13-306.29i,-4.2633e-13+306.29i
-6.3665e-12-1.9758e+05i,-6.3665e-12+1.9758e+05i,-5.9401e-12-1.4623e+05i,-5.9401e-12+1.4623e+05i,-9.0949e-13-58031i,-9.0949e-13+58031i,-1.819e-12-36787i,-1.819e-12+36787i,-3.638e-12-14588i,-3.638e-12+14588i,-1.5348e-12-10054i,-1.5348e-12+10054i,1.1369e-12-5609.2i,1.1369e-12+5609.2i,-1.6769e-12-1914.2i,-1.6769e-12+1914.2i
0-1.074e+05i,0+1.074e+05i,2.7285e-12-90230i,2.7285e-12+90230i,-1.819e-12-40247i,-1.819e-12+40247i,0-19757i,0+19757i,1.5916e-12-13033i,1.5916e-12+13033i,1.0232e-12-6804.9i,1.0232e-12+6804.9i,-1.7053e-12-3509.6i,-1.7053e-12+3509.6i,2.558e-12-743.81i,2.558e-12+743.81i
2.2737e-12-1.0541e+05i,2.2737e-12+1.0541e+05i,3.1832e-12-75671i,3.1832e-12+75671i,-3.6238e-13-39543i,-3.6238e-13+39543i,2.1405e-13-19208i,2.1405e-13+19208i,-2.7285e-12-13661i,-2.7285e-12+13661i,-4.5475e-13-5797.8i,-4.5475e-13+5797.8i,-9.0949e-13-1738.2i,-9.0949e-13+1738.2i,-1.7764e-13-331.96i,-1.7764e-13+331.96i
-7.276e-12-1.0622e+05i,-7.276e-12+1.0622e+05i,1.819e-12-73165i,1.819e-12+73165i,-4.5475e-13-43817i,-4.5475e-13+43817i,1.5916e-12-19372i,1.5916e-12+19372i,0-12408i,0+12408i,2.3874e-12-5617.8i,2.3874e-12+5617.8i,-1.9327e-12-2294i,-1.9327e-12+2294i,3.8369e-13-403.26i,3.8369e-13+403.26i
0-1.2551e+05i,0+1.2551e+05i,0-86255i,0+86255i,-2.7285e-12-36549i,-2.7285e-12+36549i,2.2737e-13-21367i,2.2737e-13+21367i,2.2737e-13-11603i,2.2737e-13+11603i,-9.0949e-13-7559.7i,-9.0949e-13+7559.7i,3.4106e-12-4898i,3.4106e-12+4898i,-2.6148e-12-1713.3i,-2.6148e-12+1713.3i
-7.276e-12-2.0238e+05i,-7.276e-12+2.0238e+05i,0-1.4273e+05i,0+1.4273e+05i,0-49688i,0+49688i,5.457e-12-25818i,5.457e-12+25818i,3.6948e-12-12803i,3.6948e-12+12803i,-7.4007e-13-6449.1i,-7.4007e-13+6449.1i,1.5916e-12-2713i,1.5916e-12+2713i,2.6006e-12-721.9i,2.6006e-12+721.9i
-1.819e-12-1.0667e+05i,-1.819e-12+1.0667e+05i,9.0949e-13-80812i,9.0949e-13+80812i,-6.8212e-13-34023i,-6.8212e-13+34023i,4.5475e-12-20954i,4.5475e-12+20954i,-4.5475e-13-13056i,-4.5475e-13+13056i,3.638e-12-5626.4i,3.638e-12+5626.4i,-7.816e-13-2770.1i,-7.816e-13+2770.1i,-7.1054e-13-745.02i,-7.1054e-13+745.02i
4.5475e-12-1.5046e+05i,4.5475e-12+1.5046e+05i,-7.276e-12-1.1193e+05i,-7.276e-12+1.1193e+05i,-3.638e-12-29670i,-3.638e-12+29670i,0-23845i,0+23845i,-2.7285e-12-14237i,-2.7285e-12+14237i,3.8654e-12-10041i,3.8654e-12+10041i,1.1369e-13-3894.9i,1.1369e-13+3894.9i,5.6843e-13-322.56i,5.6843e-13+322.56i
-1.0914e-11-2.045e+05i,-1.0914e-11+2.045e+05i,1.2257e-12-57936i,1.2257e-12+57936i,4.0927e-12-44150i,4.0927e-12+44150i,2.2737e-12-14807i,2.2737e-12+14807i,-5.6843e-14-11215i,-5.6843e-14+11215i,1.1369e-13-6660.8i,1.1369e-13+6660.8i,-1.1369e-12-1745.6i,-1.1369e-12+1745.6i,-1.7764e-12-757.75i,-1.7764e-12+757.75i
-3.7517e-12-1.9812e+05i,-3.7517e-12+1.9812e+05i,0-1.1834e+05i,0+1.1834e+05i,1.0004e-11-39470i,1.0004e-11+39470i,-9.0949e-13-28023i,-9.0949e-13+28023i,-1.1369e-12-18899i,-1.1369e-12+18899i,-2.2737e-12-11570i,-2.2737e-12+11570i,-1.2363e-12-3061.9i,-1.2363e-12+3061.9i,2.0464e-12-1009.7i,2.0464e-12+1009.7i
8.0718e-12-2.7063e+05i,8.0718e-12+2.7063e+05i,1.5916e-12-1.2736e+05i,1.5916e-12+1.2736e+05i,3.638e-12-70652i,3.638e-12+70652i,9.0949e-13-35632i,9.0949e-13+35632i,-3.8654e-12-22251i,-3.8654e-12+22251i,-3.638e-12-9107i,-3.638e-12+9107i,1.2506e-12-2723i,1.2506e-12+2723i,-2.16e-12-4602.7i,-2.16e-12+4602.7i
-1.1141e-11-1.0706e+05i,-1.1141e-11+1.0706e+05i,1.0232e-12-76255i,1.0232e-12+76255i,-6.8212e-13-33082i,-6.8212e-13+33082i,4.5475e-13-22973i,4.5475e-13+22973i,-1.3642e-12-12829i,-1.3642e-12+12829i,1.7053e-13-4887.1i,1.7053e-13+4887.1i,-1.7053e-12-2413.2i,-1.7053e-12+2413.2i,2.0268e-12-61.965i,2.0268e-12+61.965i
3.4106e-12-1.0499e+05i,3.4106e-12+1.0499e+05i,-1.1369e-12-85656i,-1.1369e-12+85656i,-5.6843e-13-43892i,-5.6843e-13+43892i,-3.638e-12-18502i,-3.638e-12+18502i,9.0949e-13-13388i,9.0949e-13+13388i,-8.8107e-13-6363.6i,-8.8107e-13+6363.6i,-6.8212e-13-3558.8i,-6.8212e-13+3558.8i,-1.5916e-12-880.79i,-1.5916e-12+880.79i
4.5475e-13-1.0106e+05i,4.5475e-13+1.0106e+05i,-4.7748e-12-86720i,-4.7748e-12+86720i,-6.3665e-12-38747i,-6.3665e-12+38747i,1.3642e-12-18540i,1.3642e-12+18540i,3.034e-12-13211i,3.034e-12+13211i,1.1369e-12-6641.4i,1.1369e-12+6641.4i,-2.6432e-12-2263.5i,-2.6432e-12+2263.5i,6.4837e-13-211.74i,6.4837e-13+211.74i
-9.3792e-13-97708i,-9.3792e-13+97708i,6.3665e-12-77953i,6.3665e-12+77953i,-3.1832e-12-38473i,-3.1832e-12+38473i,-2.2737e-13-18334i,-2.2737e-13+18334i,3.638e-12-12132i,3.638e-12+12132i,2.2737e-13-7284.9i,2.2737e-13+7284.9i,-2.0179e-12-1482.7i,-2.0179e-12+1482.7i,-5.1159e-13-433.51i,-5.1159e-13+433.51i
5.457e-12-1.1875e+05i,5.457e-12+1.1875e+05i,-1.4552e-11-82540i,-1.4552e-11+82540i,1.1156e-12-28047i,1.1156e-12+28047i,-1.819e-12-17809i,-1.819e-12+17809i,9.0949e-13-11785i,9.0949e-13+11785i,1.819e-12-7023.2i,1.819e-12+7023.2i,1.9327e-12-3152.6i,1.9327e-12+3152.6i,1.6485e-12-2004.3i,1.6485e-12+2004.3i
-2.2737e-12-1.1307e+05i,-2.2737e-12+1.1307e+05i,-1.819e-12-73905i,-1.819e-12+73905i,7.9581e-13-30171i,7.9581e-13+30171i,-1.7053e-12-22973i,-1.7053e-12+22973i,-1.819e-12-12780i,-1.819e-12+12780i,9.0949e-13-4998.8i,9.0949e-13+4998.8i,1.1369e-12-1137.4i,1.1369e-12+1137.4i,-1.08e-12-1621.4i,-1.08e-12+1621.4i
-3.9222e-12-1.4111e+05i,-3.9222e-12+1.4111e+05i,-6.8212e-12-89368i,-6.8212e-12+89368i,1.0232e-12-41255i,1.0232e-12+41255i,-6.8212e-13-25914i,-6.8212e-13+25914i,2.2737e-12-16559i,2.2737e-12+16559i,-2.5295e-12-11521i,-2.5295e-12+11521i,1.3642e-12-5164.1i,1.3642e-12+5164.1i,-1.5064e-12-869.01i,-1.5064e-12+869.01i
2.7285e-12-1.3089e+05i,2.7285e-12+1.3089e+05i,-1.5357e-12-67182i,-1.5357e-12+67182i,-3.979e-12-42156i,-3.979e-12+42156i,-5.457e-12-24903i,-5.457e-12+24903i,9.0949e-13-15904i,9.0949e-13+15904i,4.4054e-13-10124i,4.4054e-13+10124i,-2.0464e-12-3274.2i,-2.0464e-12+3274.2i,1.3074e-12-2042i,1.3074e-12+2042i
5.2864e-12-2.9698e+05i,5.2864e-12+2.9698e+05i,-1.819e-12-1.0152e+05i,-1.819e-12+1.0152e+05i,0-69583i,0+69583i,-1.3642e-12-37509i,-1.3642e-12+37509i,9.0949e-13-24333i,9.0949e-13+24333i,-4.3201e-12-6769i,-4.3201e-12+6769i,-1.6076e-12-809.4i,-1.6076e-12+809.4i,3.638e-12-2964.6i,3.638e-12+2964.6i
5.457e-12-1.7734e+05i,5.457e-12+1.7734e+05i,2.7285e-12-94845i,2.7285e-12+94845i,3.638e-12-41663i,3.638e-12+41663i,-7.276e-12-22469i,-7.276e-12+22469i,2.16e-12-19210i,2.16e-12+19210i,1.1369e-12-9905.3i,1.1369e-12+9905.3i,0-3397.1i,0+3397.1i,2.3856e-12-250.26i,2.3856e-12+250.26i
3.1832e-12-2.0054e+05i,3.1832e-12+2.0054e+05i,-1.0914e-11-1.3195e+05i,-1.0914e-11+1.3195e+05i,8.8676e-12-45298i,8.8676e-12+45298i,2.2737e-13-21721i,2.2737e-13+21721i,4.5475e-12-18587i,4.5475e-12+18587i,-3.1832e-12-6317.2i,-3.1832e-12+6317.2i,5.2296e-12-2529.6i,5.2296e-12+2529.6i,3.4106e-13-550.87i,3.4106e-13+550.87i
-1.0004e-11-2.1914e+05i,-1.0004e-11+2.1914e+05i,-4.0927e-12-85004i,-4.0927e-12+85004i,7.1054e-14-31349i,7.1054e-14+31349i,3.4106e-12-20861i,3.4106e-12+20861i,-9.0949e-13-10394i,-9.0949e-13+10394i,1.4779e-12-4226.8i,1.4779e-12+4226.8i,-2.16e-12-2172i,-2.16e-12+2172i,3.6096e-12-873.09i,3.6096e-12+873.09i
9.5497e-12-1.4019e+05i,9.5497e-12+1.4019e+05i,-2.2737e-12-86589i,-2.2737e-12+86589i,-1.819e-12-43935i,-1.819e-12+43935i,-1.5916e-12-28669i,-1.5916e-12+28669i,-3.638e-12-12511i,-3.638e-12+12511i,1.819e-12-9471.4i,1.819e-12+9471.4i,-1.8758e-12-3942i,-1.8758e-12+3942i,-8.7397e-13-204.06i,-8.7397e-13+204.06i
-7.1338e-12-1.434e+05i,-7.1338e-12+1.434e+05i,1.819e-12-1.0086e+05i,1.819e-12+1.0086e+05i,3.6948e-13-46469i,3.6948e-13+46469i,6.8212e-13-29690i,6.8212e-13+29690i,-5.457e-12-21987i,-5.457e-12+21987i,-2.0464e-12-7286.7i,-2.0464e-12+7286.7i,8.3844e-13-1192.2i,8.3844e-13+1192.2i,-1.0232e-12-4324.5i,-1.0232e-12+4324.5i
-4.8033e-12-1.3521e+05i,-4.8033e-12+1.3521e+05i,-6.8212e-12-69501i,-6.8212e-12+69501i,2.16e-12-35469i,2.16e-12+35469i,1.819e-12-26915i,1.819e-12+26915i,-2.0464e-12-19672i,-2.0464e-12+19672i,6.8212e-13-11485i,6.8212e-13+11485i,4.5475e-13-4117.6i,4.5475e-13+4117.6i,7.9581e-13-1589.5i,7.9581e-13+1589.5i
-4.7748e-12-1.3319e+05i,-4.7748e-12+1.3319e+05i,-3.638e-12-77079i,-3.638e-12+77079i,0-31881i,0+31881i,-9.0949e-13-24379i,-9.0949e-13+24379i,-2.7285e-12-15963i,-2.7285e-12+15963i,-6.8212e-13-10955i,-6.8212e-13+10955i,3.4106e-13-4659.4i,3.4106e-13+4659.4i,3.0695e-12-581.23i,3.0695e-12+581.23i
-3.5243e-12-1.3805e+05i,-3.5243e-12+1.3805e+05i,1.4552e-11-1.0152e+05i,1.4552e-11+1.0152e+05i,-2.0464e-12-40858i,-2.0464e-12+40858i,1.819e-12-23009i,1.819e-12+23009i,-3.6664e-12-19534i,-3.6664e-12+19534i,-2.2737e-12-11373i,-2.2737e-12+11373i,1.2506e-12-3030.1i,1.2506e-12+3030.1i,-2.6859e-12-582.13i,-2.6859e-12+582.13i
7.9581e-13-1.7267e+05i,7.9581e-13+1.7267e+05i,7.276e-12-83095i,7.276e-12+83095i,1.2506e-12-70412i,1.2506e-12+70412i,5.6843e-14-43891i,5.6843e-14+43891i,4.5475e-12-31898i,4.5475e-12+31898i,-2.2737e-12-16982i,-2.2737e-12+16982i,-1.6485e-12-5394.9i,-1.6485e-12+5394.9i,-2.1032e-12-989.43i,-2.1032e-12+989.43i
-7.5033e-12-1.4552e+05i,-7.5033e-12+1.4552e+05i,-7.276e-12-73725i,-7.276e-12+73725i,9.8055e-13-34191i,9.8055e-13+34191i,0-26827i,0+26827i,2.2737e-13-22505i,2.2737e-13+22505i,2.7285e-12-12112i,2.7285e-12+12112i,1.3642e-12-5415.3i,1.3642e-12+5415.3i,2.7356e-12-56.836i,2.7356e-12+56.836i
-5.6843e-12-1.1821e+05i,-5.6843e-12+1.1821e+05i,7.276e-12-70741i,7.276e-12+70741i,2.7285e-12-29986i,2.7285e-12+29986i,9.0949e-13-18462i,9.0949e-13+18462i,2.2169e-12-12713i,2.2169e-12+12713i,-1.5206e-12-8429.4i,-1.5206e-12+8429.4i,1.3642e-12-4519.2i,1.3642e-12+4519.2i,-3.7019e-12-797.37i,-3.7019e-12+797.37i
8.6402e-12-1.1112e+05i,8.6402e-12+1.1112e+05i,1.819e-12-59700i,1.819e-12+59700i,3.4106e-12-30883i,3.4106e-12+30883i,-4.5475e-13-21390i,-4.5475e-13+21390i,-3.1832e-12-10908i,-3.1832e-12+10908i,4.8317e-12-7225.3i,4.8317e-12+7225.3i,-1.2506e-12-3628.8i,-1.2506e-12+3628.8i,-4.7464e-12-224.44i,-4.7464e-12+224.44i
3.3538e-12-1.0722e+05i,3.3538e-12+1.0722e+05i,-8.2778e-13-65175i,-8.2778e-13+65175i,-2.8422e-13-29110i,-2.8422e-13+29110i,-1.3642e-12-19736i,-1.3642e-12+19736i,0-9468.3i,0+9468.3i,-9.0949e-13-7033i,-9.0949e-13+7033i,5.6843e-13-4271i,5.6843e-13+4271i,-3.979e-13-690.18i,-3.979e-13+690.18i
-4.0927e-12-1.6564e+05i,-4.0927e-12+1.6564e+05i,-3.7092e-67-32903i,-3.7092e-67+32903i,-1.5916e-12-14570i,-1.5916e-12+14570i,3.4106e-13-5936.3i,3.4106e-13+5936.3i,-4.5475e-13-2871.4i,-4.5475e-13+2871.4i,-8.5265e-13-1621i,-8.5265e-13+1621i,1.1902e-12-249.36i,1.1902e-12+249.36i,-2.4585e-12-686.5i,-2.4585e-12+686.5i
5.1159e-13-43371i,5.1159e-13+43371i,-7.2475e-13-13142i,-7.2475e-13+13142i,1.1369e-13-4632.3i,1.1369e-13+4632.3i,1.279e-13-3346.2i,1.279e-13+3346.2i,-4.1922e-13-1004.3i,-4.1922e-13+1004.3i,4.6896e-13-382.91i,4.6896e-13+382.91i,0-266.92i,0+266.92i,-2.7001e-13-125.95i,-2.7001e-13+125.95i
1.7053e-12-32079i,1.7053e-12+32079i,-4.5475e-13-14119i,-4.5475e-13+14119i,4.2633e-13-5218.3i,4.2633e-13+5218.3i,4.1522e-13-2914i,4.1522e-13+2914i,7.816e-14-764.56i,7.816e-14+764.56i,-3.8725e-13-434.19i,-3.8725e-13+434.19i,3.304e-13-329.85i,3.304e-13+329.85i,-2.3803e-13-54.87i,-2.3803e-13+54.87i
1.819e-12-1.6717e+05i,1.819e-12+1.6717e+05i,0-80305i,0+80305i,1.819e-12-39296i,1.819e-12+39296i,-3.638e-12-27018i,-3.638e-12+27018i,2.7285e-12-19250i,2.7285e-12+19250i,-1.9043e-12-9126.1i,-1.9043e-12+9126.1i,1.3785e-12-2201.7i,1.3785e-12+2201.7i,0-4080.4i,0+4080.4i
9.0949e-12-2.4445e+05i,9.0949e-12+2.4445e+05i,-4.1729e-68-1.4048e+05i,-4.1729e-68+1.4048e+05i,0-56974i,0+56974i,-1.1369e-13-28539i,-1.1369e-13+28539i,2.7285e-12-25450i,2.7285e-12+25450i,2.4443e-12-12671i,2.4443e-12+12671i,1.3358e-12-7419.5i,1.3358e-12+7419.5i,3.4106e-12-461.07i,3.4106e-12+461.07i
5.457e-12-1.6322e+05i,5.457e-12+1.6322e+05i,4.0927e-12-85822i,4.0927e-12+85822i,3.4106e-12-57644i,3.4106e-12+57644i,1.819e-12-28414i,1.819e-12+28414i,4.5475e-13-19626i,4.5475e-13+19626i,1.3642e-12-9467.7i,1.3642e-12+9467.7i,8.5265e-14-1141.4i,8.5265e-14+1141.4i,1.819e-12-5729.4i,1.819e-12+5729.4i
-1.2676e-11-2.3543e+05i,-1.2676e-11+2.3543e+05i,0-1.2995e+05i,0+1.2995e+05i,-2.7285e-12-69748i,-2.7285e-12+69748i,-3.638e-12-38288i,-3.638e-12+38288i,9.0949e-13-23139i,9.0949e-13+23139i,5.0022e-12-14443i,5.0022e-12+14443i,-5.9117e-12-6568.5i,-5.9117e-12+6568.5i,5.1443e-12-625.47i,5.1443e-12+625.47i
-2.2737e-13-1.5054e+05i,-2.2737e-13+1.5054e+05i,1.1787e-100-93736i,1.1787e-100+93736i,-9.0949e-13-39332i,-9.0949e-13+39332i,1.3642e-12-31744i,1.3642e-12+31744i,4.5475e-12-21898i,4.5475e-12+21898i,-1.819e-12-10372i,-1.819e-12+10372i,-1.3074e-12-3926.3i,-1.3074e-12+3926.3i,4.3201e-12-453.66i,4.3201e-12+453.66i
-2.7285e-12-1.5506e+05i,-2.7285e-12+1.5506e+05i,0-91413i,0+91413i,3.0695e-12-66249i,3.0695e-12+66249i,-7.276e-12-27546i,-7.276e-12+27546i,-5.6843e-13-19042i,-5.6843e-13+19042i,-1.819e-12-8720.5i,-1.819e-12+8720.5i,2.9559e-12-1984.8i,2.9559e-12+1984.8i,2.7853e-12-4003.9i,2.7853e-12+4003.9i
4.5475e-12-1.2173e+05i,4.5475e-12+1.2173e+05i,2.6101e-54-89723i,2.6101e-54+89723i,1.819e-12-40288i,1.819e-12+40288i,-7.7307e-12-25127i,-7.7307e-12+25127i,-6.8212e-13-15125i,-6.8212e-13+15125i,0-8204.5i,0+8204.5i,4.5475e-13-5747.8i,4.5475e-13+5747.8i,5.5866e-13-11.391i,5.5866e-13+11.391i
-1.1369e-12-1.3839e+05i,-1.1369e-12+1.3839e+05i,0-80851i,0+80851i,-1.819e-12-58928i,-1.819e-12+58928i,5.457e-12-25527i,5.457e-12+25527i,1.3642e-12-12064i,1.3642e-12+12064i,3.4106e-13-6556.6i,3.4106e-13+6556.6i,-3.4674e-12-2456.7i,-3.4674e-12+2456.7i,1.5348e-12-776.18i,1.5348e-12+776.18i
0-2.3128e+05i,0+2.3128e+05i,3.638e-12-53741i,3.638e-12+53741i,-4.5475e-13-44436i,-4.5475e-13+44436i,9.0949e-13-16458i,9.0949e-13+16458i,-5.6843e-14-11460i,-5.6843e-14+11460i,6.8212e-13-8637.9i,6.8212e-13+8637.9i,-7.6739e-13-2406.6i,-7.6739e-13+2406.6i,2.2169e-12-238.4i,2.2169e-12+238.4i
8.1855e-12-1.4492e+05i,8.1855e-12+1.4492e+05i,3.8654e-12-96791i,3.8654e-12+96791i,-2.7285e-12-45728i,-2.7285e-12+45728i,1.0232e-12-22699i,1.0232e-12+22699i,-2.0464e-12-17628i,-2.0464e-12+17628i,0-9678.2i,0+9678.2i,-2.2737e-13-5761.2i,-2.2737e-13+5761.2i,-6.1817e-13-530.17i,-6.1817e-13+530.17i
2.2737e-12-1.2857e+05i,2.2737e-12+1.2857e+05i,-7.276e-12-77473i,-7.276e-12+77473i,1.3074e-12-47148i,1.3074e-12+47148i,-1.7337e-12-18657i,-1.7337e-12+18657i,0-15635i,0+15635i,-1.819e-12-5742.7i,-1.819e-12+5742.7i,-5.4712e-13-1546.9i,-5.4712e-13+1546.9i,3.979e-12-3379.9i,3.979e-12+3379.9i
1.819e-12-1.2601e+05i,1.819e-12+1.2601e+05i,-2.7285e-12-1.0302e+05i,-2.7285e-12+1.0302e+05i,-5.0022e-12-37286i,-5.0022e-12+37286i,-1.819e-12-25695i,-1.819e-12+25695i,-9.0949e-13-13467i,-9.0949e-13+13467i,1.9895e-12-6830.4i,1.9895e-12+6830.4i,-3.908e-13-2577.9i,-3.908e-13+2577.9i,2.2102e-12-9.3043i,2.2102e-12+9.3043i
5.6843e-12-1.4766e+05i,5.6843e-12+1.4766e+05i,-5.2296e-12-83878i,-5.2296e-12+83878i,3.638e-12-43976i,3.638e-12+43976i,-1.5916e-12-25464i,-1.5916e-12+25464i,3.5811e-12-16947i,3.5811e-12+16947i,-9.0949e-13-13994i,-9.0949e-13+13994i,-2.8422e-13-1413.9i,-2.8422e-13+1413.9i,3.5243e-12-5678.9i,3.5243e-12+5678.9i
0-1.8761e+05i,0+1.8761e+05i,9.0949e-13-95164i,9.0949e-13+95164i,2.0464e-12-51289i,2.0464e-12+51289i,4.0927e-12-22771i,4.0927e-12+22771i,6.8212e-13-21687i,6.8212e-13+21687i,5.0022e-12-8157.7i,5.0022e-12+8157.7i,-2.2737e-12-5008.4i,-2.2737e-12+5008.4i,-2.9381e-12-647.76i,-2.9381e-12+647.76i
-5.457e-12-1.9642e+05i,-5.457e-12+1.9642e+05i,8.1855e-12-69937i,8.1855e-12+69937i,0-46523i,0+46523i,1.8261e-12-32471i,1.8261e-12+32471i,4.5475e-13-15311i,4.5475e-13+15311i,-2.0464e-12-9622.4i,-2.0464e-12+9622.4i,3.3396e-12-3507.9i,3.3396e-12+3507.9i,-4.6612e-12-547.93i,-4.6612e-12+547.93i
1.4552e-11-3.631e+05i,1.4552e-11+3.631e+05i,6.3665e-12-1.3292e+05i,6.3665e-12+1.3292e+05i,1.3642e-12-51061i,1.3642e-12+51061i,4.5475e-12-37253i,4.5475e-12+37253i,-2.2737e-12-15695i,-2.2737e-12+15695i,7.276e-12-6288i,7.276e-12+6288i,-7.8444e-12-4058.7i,-7.8444e-12+4058.7i,6.1107e-13-1131.6i,6.1107e-13+1131.6i
-1.0914e-11-2.9047e+05i,-1.0914e-11+2.9047e+05i,2.5011e-12-1.1206e+05i,2.5011e-12+1.1206e+05i,-5.9117e-12-68892i,-5.9117e-12+68892i,1.819e-12-28696i,1.819e-12+28696i,-5.9401e-12-12557i,-5.9401e-12+12557i,2.9559e-12-8503.3i,2.9559e-12+8503.3i,3.1832e-12-5522.1i,3.1832e-12+5522.1i,3.9861e-12-221.9i,3.9861e-12+221.9i
-1.819e-12-2.0572e+05i,-1.819e-12+2.0572e+05i,5.457e-12-86525i,5.457e-12+86525i,-1.3642e-12-49646i,-1.3642e-12+49646i,2.2737e-12-23462i,2.2737e-12+23462i,-9.0949e-13-17663i,-9.0949e-13+17663i,-5.457e-12-7366.9i,-5.457e-12+7366.9i,2.7853e-12-1925.5i,2.7853e-12+1925.5i,2.2737e-13-5009.6i,2.2737e-13+5009.6i
-6.0254e-12-1.0795e+05i,-6.0254e-12+1.0795e+05i,-4.1454e-76-75788i,-4.1454e-76+75788i,-4.5475e-13-40315i,-4.5475e-13+40315i,9.0949e-13-21402i,9.0949e-13+21402i,0-15891i,0+15891i,1.3642e-12-6118.5i,1.3642e-12+6118.5i,1.9327e-12-1871.4i,1.9327e-12+1871.4i,1.2275e-12-72.53i,1.2275e-12+72.53i
4.5475e-12-1.202e+05i,4.5475e-12+1.202e+05i,1.1369e-12-84625i,1.1369e-12+84625i,3.8654e-12-32192i,3.8654e-12+32192i,3.7517e-12-19740i,3.7517e-12+19740i,-1.819e-12-14594i,-1.819e-12+14594i,1.5916e-12-7586.3i,1.5916e-12+7586.3i,-3.4106e-13-3661.6i,-3.4106e-13+3661.6i,-4.8761e-13-14.5i,-4.8761e-13+14.5i
